,AMM.,BOD,COD,DO,PH,TKN,WT
1254,2.293853728829979,11.43868387564108,43.851112546819365,14.005407745737909,9.498398182541994,9.207011686641195,26.063306939352017
1255,3.8276039794558168,9.75419450368786,22.433268990043643,8.713435762860694,8.048712196361217,3.2632441955129674,21.802369853047715
1256,20.323283456712772,32.50910392068467,73.96091581278579,1.0372655418699113,7.592298923286791,30.25672537587409,15.270428354595843
1257,18.912602900961506,32.16601668164185,100.84490723340498,3.329833518551641,7.593224072722839,27.61001130189603,24.0007818460791
1258,24.453058297204095,38.99128921556854,92.07413565885776,3.1076820013291417,7.837861302446843,31.141165357957064,30.403242527303416
1259,25.1328253673809,33.29461138886856,70.96200260655998,1.713341456176285,8.296664000250402,30.8856389132226,31.14652127451903
1260,23.707546180193475,40.86771580827077,110.8193733033006,1.1688787298643573,8.516129862206906,26.50398185265444,31.75795312811126
1261,36.58244601060555,31.295120949916228,137.44578416724426,1.5141415344913218,8.514799774940238,40.021965573560436,31.571609104089582
1262,9.35200441342607,12.160637250653496,28.121362607887765,3.173540419678222,8.633968942587533,11.90237163156405,31.41947862374405
1263,7.748133004102471,6.974868073328702,29.56138625010302,6.7856402454478975,7.668762438141686,6.242886837910821,30.266907567288705
1264,2.679584498660574,7.715035469800798,54.9769554565684,8.257476988297729,8.406640349761904,8.394225441311484,33.12022470028413
1265,11.605527259159462,20.875665460341033,95.38884698674735,4.914078882422896,8.155828038826096,22.118351742460526,29.68222897987619
1266,21.068240380342292,34.03740171937628,99.46583688520681,2.2504534120516357,8.006146857365598,24.477569701994888,31.091016280128443
1267,27.83387791153855,47.0514638091881,92.1468908791481,2.1159934462507053,7.964762440084796,31.132755320526513,24.83573115450009
1268,22.75410141360181,31.177584674230012,74.28759247351388,2.4273032774056844,7.73763088285876,29.90895912589591,15.766373929281897
1269,21.50711613334972,41.15282960458964,98.95882145329783,1.7379990494604498,7.5692848840901945,23.988404207972742,26.770439420615315
1270,25.9526038945028,25.960724697680305,92.53463218099391,2.997700265828719,8.225555369340434,30.394725041504767,27.934316250283388
1271,25.30666266332842,32.99711596561721,94.40849967932786,2.065367974148482,8.09793701029762,27.465129598927682,27.930271294096386
1272,17.819350973742377,43.817730093795106,90.9276751168577,2.617804319158888,8.33546533267482,25.92743446195097,30.084749628500393
1273,29.081045193451402,40.50032907356348,135.98901442249337,3.3261160229966005,8.516155558187757,40.04680793729332,34.87584163648076
1274,9.220418972030558,13.65689545595287,46.01648386204517,4.879125921209858,8.840122658783034,6.403133330482525,34.697793526114275
1275,8.387518393441555,5.601586890985928,27.71137043845726,7.042842919392896,7.817981227372098,6.541206893032581,33.89418018939495
1276,8.517964740160393,13.056601667337684,53.69704841133562,7.37965339482843,8.561505479054476,13.005072916891297,32.15226446300311
1277,12.166335780360429,20.623987253701724,71.77557210217722,4.385155940450903,7.3037465346206405,18.69607404569449,29.337476234218364
1278,24.34126664913344,34.510597635387896,93.63148323487079,3.3655876566045624,8.19975761730562,28.894462235982587,30.054335595636523
1279,22.141680593290477,34.7856554081003,99.58425747540252,2.5015163318672085,7.79978827459899,31.739951890334574,27.156858085055006
1280,8.523580661715314,12.298708785009753,47.17070224152948,10.452498421657117,7.993708779994834,10.324876192072011,19.90977917229944
1281,7.5426756531818615,6.798096609835253,13.151416669079445,7.444050495763994,8.363327093736903,8.832354704599306,32.92436740500655
1282,7.58048048749255,8.021630944005853,38.11198218139115,9.877585438071467,8.378460107745612,5.59304818381571,33.76444473002256
1283,6.910611688814689,12.563828334375403,26.912850561518567,11.442592363357708,9.189148761146656,10.779011120004215,31.586700846500747
1284,3.1154719032185696,10.946227917154179,33.88329738772012,15.913223874264595,9.29659716242087,2.8687846058426896,40.07479562766289
1285,7.840090599251216,2.4119731580145256,22.35787241929515,10.431583882269091,8.404860627421256,11.026640214725116,32.76396585192011
1286,4.975869194092049,8.72495503900836,36.53882528527359,13.911820551936417,8.176448148428909,5.463031623340797,34.83013000307153
1287,6.769357637125403,10.389898138913953,34.69174091314234,12.058474224075074,7.794038947263012,8.37088789323652,32.957240653564895
1288,6.555483500007244,5.182527694184051,16.385876330456707,15.653970848957254,8.735574565456039,5.552073073786911,18.18087887777713
1289,12.409132472426329,17.460238942004715,40.891890386438355,2.5969079893409575,7.8629538728252815,8.088714923151922,14.743138439663461
1290,9.099428094545038,14.67190640596511,68.12988420029846,3.047803289360825,8.524708944377323,11.03422213635851,24.22632574059254
1291,13.07036287842809,17.07886198775124,78.39032319239573,2.0123938101300913,9.039922757641934,15.371775756798261,26.966116704463733
1292,21.486992875753995,21.64230419352246,72.20877886896079,1.174395233591171,7.81431849671549,21.127765066503606,29.453782042397208
1293,16.78882090745884,16.306129838713424,82.43505267447107,3.4267390428239617,8.234907869536425,31.12485189128217,39.06525732585019
1294,20.35277115373404,15.816398881983073,91.93159470339376,2.9248268882557698,8.708045531188883,40.72893533990698,32.85004245677452
1295,10.857968821255064,6.255115472027963,48.24246198633835,3.54173723651077,7.822497370128774,33.28535215344237,33.86013296672048
1296,8.152542137779932,7.682192926587195,43.40969839037104,3.2391465145101423,8.10156056226653,16.57524037876651,33.996129849976356
1297,17.33284027533631,30.345815375490893,91.90031826935233,2.07191568975246,8.00360366256941,23.285664020064157,29.5805629591121
1298,21.22159738002843,23.369753808515856,90.00679968415967,1.9630513666523355,8.181545271774116,36.18559782323503,24.138242190479318
1299,16.14043716968453,17.907772153093674,53.23176721156301,1.5098709268752497,8.030265851686506,13.519017333596175,16.397656193124007
1300,14.198261552948512,8.257775186983535,54.93303251789858,2.6640113830186967,8.589277757140728,14.764931225878668,24.209568934229733
1301,16.730063586543846,23.74512154248543,74.3564425407842,3.01440211153939,8.491907502744544,20.249239939938562,26.970928833903944
1302,17.860779918871927,20.527899326526448,81.54561315850623,3.261164234901805,7.798348966479732,21.761492025880393,30.387352341215987
1303,16.23025648301803,20.063278999644083,102.44921591289128,3.232347767714536,8.098600304122225,24.27398102960548,38.370928523414406
1304,21.1772105450588,20.22462048303413,73.4160231538001,1.6608771532907265,8.256733987616752,32.77355935992959,31.560129736752046
1305,15.172167109469907,6.277949792477196,53.804760227446046,3.4775230819945104,8.49713396424157,36.47715525550032,31.147315899438414
1306,7.7202195132381375,9.071493549882575,40.09155627899328,3.4816545301111432,8.84275608285264,9.672743596967692,33.84162591101472
1307,18.17860362999472,25.901795443493945,69.59186720322856,3.1302339276538573,8.001635941020877,22.530593690299433,26.38053054045391
1308,21.4148086138081,26.9420017765621,74.63284001710038,1.2528884151461046,8.213590262750698,30.55180151819362,21.684095966094517
1309,8.332677977651718,8.511320633192469,22.36463621951719,10.550095717659874,8.09224991667968,5.535377360839929,17.003505350791105
1310,6.159011126841348,10.590672799103357,30.487445174298013,11.995930706900117,7.9870169384856595,7.743751923625548,15.634962490874013
1311,3.2232960303439837,7.492460171408687,10.959883725638125,15.344348151207111,8.255883116402737,3.153523409512144,21.14407895781974
1312,1.5135318562177342,3.1383695589806173,30.500815900736452,10.372501973780722,7.744708932512991,3.422576658371394,28.658646800821444
1313,2.970791009725204,3.892083083508652,16.015863846237316,8.695107567951634,8.715311482323141,2.347321887105731,35.233478224799676
1314,6.421071967329983,12.30295002311546,21.162245799996615,8.503712843333274,8.717996264204848,5.124294574978236,28.57138732222586
1315,5.782044250655549,9.133177122285774,34.55546883160317,8.101168958315716,8.78445889214803,9.888724084260591,35.822448114074106
1316,1.883412937606338,13.671915382038888,41.02825657232056,7.657469005870038,8.768633609463576,2.2301787510570064,26.692598077203122
1317,6.04544764507668,4.5856553208232675,15.51643564869454,13.276670791923982,8.889688458277185,6.856534908028374,19.148482807194522
1318,20.111750142916023,32.4702557344623,80.62915875744137,2.854677357704597,8.132448409044734,27.91583885322371,23.686999067810824
1319,11.354158317404252,19.251052233955026,54.461078980711086,2.362670185007457,7.813165370141272,22.022736829469462,23.504769821577653
1320,13.520426081289813,32.36602472887868,36.7941231192801,1.6066597001096707,7.972152384240925,21.80787287207199,24.086353646605467
1321,19.111044515740044,31.851730070228086,108.32746094401263,1.7932835881861293,8.696177038250925,29.670713387546694,33.11970662036084
1322,13.987300668214898,25.067286951081925,83.27111649916161,6.3408572103415075,8.494820888100955,19.977496884849835,34.390618662761945
1323,4.890760811622616,12.7882716997295,33.30524889979701,4.08233272939327,7.8198854565907965,18.761114004650903,34.583660288293174
1324,9.377683911397236,15.600821355836922,51.39021442432005,6.176416021564487,8.895240012762716,13.665109798274035,33.172648706724395
1325,8.306996360274955,16.774426666111662,53.03853690141618,3.0412450268078186,8.949658559283977,16.1452776425821,32.39072310040509
1326,25.23356141228262,20.495917814069074,72.0873020388928,2.809473608155873,8.390345203266248,30.79547307785289,34.82027711144353
1327,25.788876255857556,33.21993493425769,74.90061328890788,2.879080791705556,8.317089213651848,30.476546293192076,23.92529114829702
1328,23.904650337963524,31.211955187973075,85.60417687714272,1.528324834139878,8.077774698655773,28.187134905090414,23.58481139665624
1329,22.209435768783997,25.600056525253734,91.71798888297873,1.8946865986651873,8.069027805466176,27.70914082803936,21.464231253545623
1330,14.525119583759045,13.361008873383655,64.31334230057027,2.945111684521702,8.301032491665758,26.893638165094615,20.12807681369904
1331,12.003294972990457,24.41407954296392,56.714971508379314,2.7902167838274763,8.318023631607288,22.222233466729918,28.575848724698922
1332,18.592309597382506,29.232341903945247,109.44422304186551,2.0720788249911415,8.348267159311938,27.61664227586224,35.26242698913875
1333,17.868942822624753,27.053244708935832,74.74631179397119,5.669970769690208,8.824139860496768,23.15812935137872,35.394293761394515
1334,10.24274727394925,15.914701244710985,34.37865280859662,4.658739392493823,7.645636943113221,17.909121690618566,35.36307872392759
1335,2.531170881651324,11.314252538211374,33.37329369134774,6.076834952206276,8.713806995217354,9.349030063554451,32.62456141461022
1336,11.1769650920286,16.71649441729411,64.54669666563046,2.3843899091715564,8.995058310189709,13.448009743371323,33.80766959548552
1337,17.67408073891261,24.3170395029118,87.97793713266768,3.5944820021816195,8.181711499854208,21.726556513914115,33.67063159384891
1338,19.352233256915362,38.04269056827088,89.66177466930597,2.8464934957444656,8.301672138297238,28.415219402199426,25.49842127090877
1339,19.75308978180773,29.50923120979857,108.18113433404613,2.597308258671248,8.232351823075199,26.25816760831744,22.760532621794578
1340,4.909956371300476,8.845579484967484,39.79535303546157,12.539362652460841,8.795170757920708,10.531669298317821,16.931281505773565
1341,4.968980062428128,10.004455408502427,26.0760824946984,10.591254956064528,8.310334962604514,7.04434563259614,33.37961244235384
1342,2.747339161329876,5.918624514584275,41.43925914630285,8.633523581197757,8.155933449913567,5.929788566579033,32.834439097072945
1343,7.471084238168989,4.987537488423583,32.19815619691997,9.588728253854878,7.759810068580888,5.1371071394524135,36.339652886682565
1344,6.199187827549528,6.4608877008268095,47.996559497260336,8.291441868893155,8.61984746346919,9.461812719694365,33.34730112003844
1345,3.5334221811226114,3.9073877798665997,15.369560615206542,9.70842358744676,8.310077681596997,8.756105869996912,36.069070382174075
1346,6.396257812447605,5.794180248022265,7.10910848382532,7.68628878603158,8.626446359056612,6.806742525101882,28.48743641247816
1347,19.88802800585297,37.7909955640169,106.82309505992158,3.2884692586049207,7.9393321196375926,22.3313766408234,18.39723240518701
1348,24.49489624546682,55.93185208952402,123.65174173103608,2.553799210202776,7.998404093749166,28.781188432940596,22.249620355318594
1349,21.832108917841218,41.15482701627134,81.58578490069436,2.634140610320982,7.761965060956409,38.57627446930579,27.797941471609946
1350,17.4973857541585,21.143016196840023,97.26534789272456,1.9874286207729446,7.9348720066688365,24.232834712195213,30.90138755181046
1351,33.87710837033732,27.688846290530048,94.57006259139975,2.8754288549597424,7.948599696469178,37.16705766009542,36.6012739327486
1352,12.259769917066945,16.128023831474202,82.79764583125319,1.5738092348541666,7.718677487161009,35.94509122836552,35.47826026284179
1353,6.7241310403219785,10.035852319313534,27.21760165266685,3.87382596165659,8.616404013310499,14.327223457945195,40.786726358636095
1354,2.4972968817019217,10.969771029540883,63.48339341769672,7.684531115881626,8.357776212714171,4.503134787735377,34.33593685040695
1355,6.859884259230914,14.263029340437559,36.884632879970106,7.844452655162194,7.858251686796971,13.372637489094057,35.788391043770076
1356,18.157773602272297,28.83354812105126,85.08127378738892,8.809373663988337,7.863046732690956,30.737509473852604,32.95173875873351
1357,15.383462206642918,23.731460436822022,80.49357088360247,2.449997898649639,8.282148006134241,14.144122712084608,23.517224635340536
1358,26.333598913161573,33.72162758544086,91.10139938816191,1.8899377521637837,7.573754338451281,24.77016627247024,20.405112356008047
